name,dynasty,description
曾崇范妻,[唐] ? ~ ?,
曹文姬,[唐] ? ~ ?,唐长安人，妓女。姿艳绝伦，尤工翰墨，号为书仙，后归任生。亦能诗。(《书史会要》《全唐诗》卷八〇一)
金立之,[唐] ? ~ ?,唐时新罗人。敬宗宝历元年，随新罗王子金昕入唐，曾至长安青龙寺、清远峡山寺。宣宗大中九年，任新罗秋城郡太守。
孔颙,[唐] ? ~ ?,鲁(今山东兖州一带)人。宪宗元和间，在越州长街柳阴吟咏，为都虞侯薛陟诬而入狱。浙东观察使孟简按囚时，乃献诗陈情。孟简览诗即释其狱，待为宾客。事迹见《云溪友议》卷下《杂嘲戏》。《全唐诗》存诗1首。
严震,[唐] 724年 ~ 799年,唐梓州盐亭人，字遐闻。本农家子，以财雄于乡里。肃宗至德、乾元间，数出赀助边，授州长史。西川节度使严武知其才，署押衙，委以军府众务。历凤州刺史，为政清严，兴利除害。德宗建中间，迁山南西道节度使。朱泚反，遣人诱之，震斩以闻。德宗欲幸山南，震奉表迎，李怀光以骑追袭，赖山南兵以免。加户部尚书，封冯翊郡王。贞元元年，入朝陪祭。十一年，加同平章事。卒谥忠穆。
若耶溪女子,[唐] ? ~ ?,姓名不详，越州(今浙江绍兴)人。武宗会昌二年(842)于三乡驿题诗1首，文士和者10人，见范摅《云溪友议》卷中，《全唐诗》据之收入。
朱泽,[唐] ? ~ ?,生卒年不详。进士。约为武宗至懿宗间人。王轩于苧萝山感西施见形，后萧山郭凝素亦仿其行事，然寂尔无人。朱泽遂作诗以嘲之。事迹见《云溪友议》卷上。《全唐诗》存诗1首。
郑光业,[唐] ? ~ ?,生卒年、籍贯皆不详。懿宗至僖宗初年人。举进士状元及第。事迹见《北里志》、《唐摭言》卷一二。《全唐诗》存诗1首。
孙子多,[唐] ? ~ ?,唐扬州伶人。能诗，善嘲谑。武宗会昌初，宿老郑欢宴节度使李绅，子多唱口号讥之。宣宗时，又为语戏节度使崔铉。
谁氏女,[唐] ? ~ ?,
颜令宾,[唐] ? ~ ?,唐南曲人。妓女。喜文词，见士人尤尽礼，乞歌诗常满箱箧。及病甚，值春暮，顾落花长叹，因作诗教小童持出，邀新第郎君及举人数辈，张乐欢饮，酒罢，乞请各制哀挽。及卒，有刘驼驼者，取其词，教挽柩者唱之，自是盛传于长安。
楚儿,[唐] ? ~ ?,唐人，字润娘。为妓，辩慧能诗。万年县捕盗官郭锻纳置别馆。锻至馆甚希。每有旧识过馆，润娘多于窗牖间相呼，或使人询讯，或以巾笺送遗。锻每知必极笞辱。润娘虽甚痛愤，已而并不稍改。
宫嫔,[唐] ? ~ ?,
王苏苏,[唐] ? ~ ?,唐人，妓女。能诗。有进士李标来，饮次题诗于窗，苏苏和诗讥之。标拂衣去。
辨才,[元] ? ~ ?,
僧凤,[隋] 563年 ~ 639年,隋唐时僧。南兰陵人，俗姓萧。南朝梁武帝族孙。初修儒业，博通能文。隋文帝开皇中从僧粲出家，粲授以真乘。唐太宗贞观中居定水寺。有《法华经疏》等。
道恭,[唐] ? ~ ?,唐初苏州僧。学该内外，为时所称。太宗贞观二十二年(648)奉召至洛阳宫，太宗召见，并令其赋诗咏衲袈裟。生平事迹见《大慈恩寺三藏法师传》卷七。《全唐诗》存道恭诗1首。
九华山白衣,[唐] ? ~ ?,
王有初,[唐] ? ~ ?,生平无考。《全唐诗逸》收诗2句，录自日本大江维时编《千载佳句》卷下。
赵佶,[宋] 1082年 ~ 1135年,宋朝第八位皇帝，少有之艺术天才与全才，宋神宗第十一子、宋哲宗之弟。宋哲宗即位，封遂宁郡王。绍圣三年（西元一〇九六年）封端王。元符三年（西元一一〇〇年）正月，宋哲宗病逝时无子，向皇后于同月立其为帝。次年，改元「建中靖国」。以蔡京主国事，定司马光、苏轼等百馀人为奸党，皆予贬谪。崇奉道教，大兴道观，自称「教主道君皇帝」。又穷极土木，采寻民间奇花异石，称「花石纲」。遣使浮海，约金攻辽，以夺回燕云之地。宣和七年（西元一一二五年），金兵灭辽后南下。惧而传位宋钦宗，自称「教主道君太上皇帝」。宋钦宗靖康二年（西元一一二七年），父子俱为金人所虏北行。宋高宗绍兴五年（西元一一三五年），死于五国城（今黑龙江一带），终年五十四岁。绍兴七年（西元一一三七年），凶问至江南，谥圣文仁德显孝皇帝，庙号徽宗。后葬于都城绍兴永佑陵（今浙江省绍兴市柯桥区东南三十五里处）。在位二十六年，建元建中靖国、崇宁、大观、政和、重和、宣和。徽宗工书擅画能诗词，自创「瘦金体」书法，著作大多已散佚。有《千字文卷》，《芙蓉锦鸡》、《宣和御制宫词》三卷等存世。后世评徽宗「诸事皆能，独不能为君耳！」事见《宋史·徽宗纪》。
张牙,[唐] ? ~ ?,生平无考。《全唐诗逸》收诗2句，录自日本大江维时编《千载佳句》卷下。
周存孺,[唐] ? ~ ?,生平不详。《全唐诗逸》收诗2句，录自日本大江维时编《千载佳句》卷下。
郑师冉,[唐] ? ~ ?,疑为郑师贞之误。《全唐诗逸》收诗2句，录自日本大江维时编《千载佳句》卷上。
长安中鬼,[唐] ? ~ ?,
章嶰,[唐] ? ~ ?,生卒年不详。武宗会昌以前进士。日僧圆仁《入唐新求圣教目录》载其宣宗大中元年携归书，有《进士章嶰集》1卷。《全唐诗逸》存诗2句，录自日本大江维时编《千载佳句》卷下。
隔窗鬼,[唐] ? ~ ?,
巴陵馆鬼,[唐] ? ~ ?,
陈素风,[唐] ? ~ ?,一作杨素风，误。生平无考。《全唐诗逸》收存陈素风诗4联，皆录自日本大江维时编《千载佳句》卷上。
海顺,[隋] 589年 ~ 618年,隋唐时僧。河东人，俗姓任。师事道逊、神素等。住蒲州仁寿寺。道行纯正。有《三不为篇》等。
利涉,[唐] ? ~ ?,唐僧。西域人。结侣东游，遇玄奘得度。玄宗开元中住京兆大安国寺。时有韦玎请废释道二教，玄宗将从之，利涉抗言力争，事遂罢。后徙南阳龙兴寺。有《立法幢论》。
徐侃,[唐] ? ~ ?,
唐枢,[唐] ? ~ ?,生平无考。《全唐诗逸》录其诗3联，皆录自日本大江维时编《千载佳句》。
中寤,[唐] ? ~ ?,蜀州(今四川崇州)僧。高宗仪凤间，传青城民王仙柯服道士所遗灵丹，拔宅上升。后中寤于龙池山见其精神爽朗，异于常叟。询其飞升之事，王仙柯告以实为全家隐于后山，修道求长寿而已。中寤遂作诗以赠。事迹见《诗话总龟》卷四七引《北梦琐言》。《全唐诗》存诗1首。
道会,[隋] ? ~ ?,约580—约649俗姓史，犍为(今属四川)人。初于益州严远寺出家，后入长安访经10余年，博究经论史籍。隋炀帝大业末还蜀。高祖武德间立寺于隆山县。太宗贞观九年(635)入京，与法琳同修《辨正论》。后因事被拘，狱解后归乡，住眉州圣种寺。贞观末年卒，卒年70岁。《续高僧传》卷三二有传。《全唐诗》存诗1首。
崔行检,[唐] ? ~ ?,生卒年不详。字圣用，代宗时任池州刺史。按永泰二年(766)江西观察使李勉奏置池州，见《元和郡县图志》卷二八，崔刺池州当在代宗时。事迹见《新唐书·宰相世系表二下》。《全唐诗逸》存诗2题及断句4。
河中鬼,[唐] ? ~ ?,
庞蕴,[唐] ? ~ ?,唐衡州衡阳人，字道玄。嗜佛法，曾谒僧人石头。因厌贪俗，沉家财于洞庭，鬻竹器以为生。后居襄阳，世称庞居士。工诗。有《诗偈》。
宝月,[宋] ? ~ ?,
萧微,[唐] ? ~ ?,
卢条,[唐] ? ~ ?,生平无考。《全唐诗逸》收其诗2联，录自日本大江维时编《千载佳句》。
温达,[唐] ? ~ ?,生平无考。《全唐诗逸》收其诗3联，皆录自日本大江维时编《千载佳句》。其中《山中》一联，藤原公任编《和汉朗咏集》卷下作温庭筠诗。
商山三丈夫,[唐] ? ~ ?,
张省躬,[唐] ? ~ ?,
郑明,[唐] ? ~ ?,生平不详。《全唐诗逸》收诗2句，录自日本大江维时编《千载佳句》卷下。
金地藏,[唐] 705年 ~ 803年,唐时新罗国王支属。出家后游方来唐，择九华山谷中平地而居。村民入山，见其孤然闭目，端居石室，遂相与为之构建禅宇。德宗建中初，张严移旧额奏请置寺。卒时年近百岁。能诗。
甘露寺鬼,[唐] ? ~ ?,
石恪,[唐] ? ~ ?,宋成都郫人，字子专。性滑稽，有口辩。虽博综儒学，志唯好画。工画佛道人物，始师张南本，后笔画纵逸，不专规矩。太祖乾德三年孟蜀平，至汴京，被旨画相国寺壁，授以画院之职，不就，坚请还蜀，许之。
崇圣寺鬼,[唐] ? ~ ?,
冢中人,[唐] ? ~ ?,
萧旷,[唐] ? ~ ?,
客户里女子,[唐] ? ~ ?,
苏替,[唐] ? ~ ?,生平无考。一说为苏晋之误。《全唐诗逸》收诗1首，出日本大江维时编《千载佳句》卷下。
王丽真,[唐] ? ~ ?,
甄后,[唐] ? ~ ?,
织绡女,[唐] ? ~ ?,
密陀僧,[唐] ? ~ ?,
沙碛女子,[唐] ? ~ ?,
王氏妇,[唐] ? ~ ?,
安邑坊女,[唐] ? ~ ?,
陈宫妃嫔,[唐] ? ~ ?,
韦检亡姬,[唐] ? ~ ?,
苏检,[唐] ? ~ 903年,唐京兆武功人，字圣用。昭宗乾宁元年状元。累官至中书舍人。天复二年，随驾在凤翔，擢工部侍郎、同中书门下平章事。三年，昭宗还京，检长流环州，旋为崔胤、朱温所杀。
任彦思家鬼,[唐] ? ~ ?,
张仁宝,[唐] ? ~ ?,
峡中白衣,[唐] ? ~ ?,
苏检妻,[唐] ? ~ ?,
郢展,[唐] ? ~ ?,《和汉朗咏集》作野郢展。曾自汴水东归，即兴赋诗。其余不详。《全唐诗逸》收诗2句，录自日本大江维时编《千载佳句》卷上。
夷陵女郎,[唐] ? ~ ?,
丰干,[唐] ? ~ ?,唐僧。剪发齐眉，衣布袋，居天台山国清寺。昼则春米供僧，夜则扃房吟咏，或骑虎巡廊唱道。人或借问，只对“随时”而已，更无他语。后独入五台山巡礼，回天台山示灭。
拾得,[唐] ? ~ ?,唐僧。太宗贞观时人。天台山国清寺丰干禅师游松径，见一十余岁儿童，遂引至寺，付库院。经三纪，令知食堂。与寒山友，状类颠狂。闾丘胤出守台州，入寺见寒山、拾得二人，拜之，二人连臂走出，沈迹无所。胤复往寒岩谒问，便缩入岩穴中入灭。寻其遗物，唯于林间并村墅屋壁得诗三百余篇。
朱均,[唐] ? ~ ?,
孔氏,[唐] ? ~ ?,
朴昂,[唐] ? ~ ?,生平无考。《全唐诗逸》收诗2句，录自日本大江维时编《千载佳句》卷下。
临淄县主,[唐] ? ~ ?,
傅温,[唐] ? ~ ?,生平无考。《全唐诗逸》收其诗5联，皆录自日本大江维时编《千载佳句》。
曹戵,[唐] ? ~ ?,其人曾到洪洞、商山、洞庭湖等地，馀皆不详。《全唐诗逸》收诗5联，皆录自日本大江维时编《千载佳句》。
韩襄客,[唐] ? ~ ?,生卒年不详。汉南(今湖北随州)女子。一说为妓。善歌诗，知名于襄、汉间。玄宗开元间在世。孟浩然曾赠其诗。事迹见《诗话总龟》前集卷一三引《诗史》。今存《闺怨诗》2句。《全唐诗》收入，缺题，《全唐诗续拾》补之。
莲花妓,[五代十国] ? ~ ?,姓氏不详。五代南唐人，曾为严宇遣往西山侍陈陶，陶不顾，乃作诗1首。事见《唐诗纪事》卷六〇。《全唐诗》收此诗。
贺兰暹,[唐] ? ~ ?,见贺兰遂。
崔建,[唐] ? ~ ?,生平无考。《全唐诗逸》收诗2句，录自日本大江维时编《千载佳句》卷下。
李嵘,[唐] ? ~ ?,生卒年、籍贯皆不详。唐末诗人。懿宗咸通末，李蔚为淮南节度使，嵘多奉承之言，谓国人祈其入相，后蔚果入相。事迹散见《太平广记》卷二〇〇、《唐诗纪事》卷六七。《全唐诗》存诗1首。
綦毋诚,[唐] ? ~ ?,生卒年、籍贯皆不详。德宗时曾官正字，贞元九年(793)至十六年间曾在常州、苏州一带，与韦夏卿、顾况唱酬。事迹见顾况《奉酬韦夏卿送归茅山并简綦毋正字》。《全唐诗》存诗1首。
李竦,[唐] ? ~ 788年,唐赵州平棘人，字特卿。代宗大历二年进士。历司勋员外郎、吏部郎中。德宗建中四年，官中书舍人。泾原兵乱，帝奔奉天，竦逾垣走，追及帝于咸阳。贞元二年，自京兆少尹迁户部侍郎、判盐铁榷酒。三年，出为鄂岳观察使。
豆卢回,[唐] ? ~ ?,一作豆卢田。京兆万年(今陕西西安)人。玄宗天宝十载(751)任河南少尹。官至京兆少尹。事迹见《元和姓纂》卷九、《旧唐书》卷二四。《全唐诗》存诗1首。
朱宿,[唐] ? ~ ?,唐吴郡人，字遐景。朱巨川子。弱冠登进士第。累官右拾遗。德宗贞元四年，自秦还吴，与王武陵、窦群同游惠山寺，有诗纪其事。
崔琮,[唐] ? ~ ?,生卒年不详。代宗大历二年(767)进士。事迹见《唐诗纪事》卷三二。《全唐诗》存诗1首。
郑昈,[唐] ? ~ ?,唐荥阳人。历郾城尉、北海尉。安禄山反，率众击杀附逆者，迁沂州刺史，谕降五千人。终滁州刺史。
杨郇伯,[唐] ? ~ ?,一作阳郇伯。生卒年不详。蜀(今四川)人。约代宗至宪宗时隐士，与窦常交善。生平事迹见《唐诗纪事》卷二九。《全唐诗》存诗1首。
房孺复,[唐] 756年 ~ 797年,唐河南人。房琯子。为人狂纵不法，初为淮南节度陈少游、浙西节度韩滉从事。累拜杭州刺史。纵妻杖杀私埋二侍儿，事发贬连州司马。终容州刺史。
杜诵,[唐] ? ~ ?,生卒年不详。代宗大历间人。事迹见《中兴间气集》卷上、《唐诗纪事》卷二八。高仲武评曰：“杜君诗调不失，如‘流水生涯尽，浮云世事空’，得生人始终之理。”(《中兴间气集》)《全唐诗》存诗1首。
郑孺华,[唐] ? ~ ?,生卒年、籍贯皆不详。约于代宗大历中与于结同应进士试。其后行迹无考。事迹见《文苑英华》卷一八八省试州府试诗。《全唐诗》存诗1首。
吕牧,[唐] ? ~ ?,唐郓州东平人。代宗永泰二年，登进士第。与柳镇为友。累官库部郎中。官至泽州刺史。
梁德裕,[唐] ? ~ ?,唐易州易县人。玄宗开元中，任左监门率府兵曹参军。天宝初，任国子监四门助教。仕途不得意，乃作《感寓》二首，以抒怀才不遇之情。
于结,[唐] ? ~ ?,唐雍州高陵人。代宗大历年中，曾应进士试。大历十四年，崔宁欲荐为御史，为宰相杨炎所阻。德宗时累迁吏部员外郎，官至谏议大夫。
张叔良,[唐] ? ~ ?,生卒年不详。代宗广德二年(764)登进士第，大历四年(769)中博学宏词科。事迹见《唐诗纪事》卷三一。《全唐诗》存诗1首，《全唐诗续拾》补诗1首。
王铤,[唐] ? ~ ?,生卒年、籍贯不详。大历中任绵州刺史，事迹见《唐诗纪事》卷五三。《全唐诗》存诗1首。
李阳冰,[唐] ? ~ ?,唐赵郡人，字仲温。李白从叔。为当涂令时，李白往依之。曾为李白序诗集。官终将作少监。工篆书。
韦元甫,[唐] ? ~ 771年,唐京兆杜陵人。韦玢子。少修谨，敏于学行。初为白马尉，以吏术知名。本道采访使韦涉器之，奏充支使，与同幕判官员锡齐名。元甫精简牍，锡详讯覆，时号“员推韦状”。代宗大历初，以宰臣杜鸿渐荐，征为尚书右丞。寻迁扬州长史、淮南节度观察等使。在扬州三年，政尚不扰，事亦粗理。以疾卒于位。
释海印,[宋] ? ~ ?,释海印，称文庆海印禅师。居南康军云居，为青原下十世，云盖颙禅师法嗣。事见《五灯会元》卷一五。
古之奇,[唐] ? ~ ?,唐人。代宗宝应二年登进士第。尝为安西幕府书记。与李端友善。工诗。
王绰,[唐] ? ~ ?,生卒年、籍贯皆不详。肃宗上元二年(761)登进士第。代宗大历十四年(779)至德宗建中元年(780)为东都留守从事。其后行迹无考。事迹散见其《代路冀公贺改元赦表》、《登科记考》卷一〇。《全唐诗》存诗1首。
窦蒙,[唐] ? ~ ?,唐扶风人，字子全。肃宗时官国子司业，兼太原县令。工书。
沈徽,[唐] ? ~ ?,生卒年不详。苏州(今属江苏)人，一说吴兴武康(今浙江德清)人。温庭筠甥。曾任偃师县尉。事迹见《北梦琐言》卷二〇、《嘉泰吴兴志》卷一六。徽以儒学著名，亦善诗。所作《古兴》诗2首，颇能以比兴手法，寓讥时刺世之意。《全唐诗》存诗2首。
崔成甫,[唐] ? ~ ?,唐人。官校书郎，再尉关辅。工诗。贬湘阴，吟咏泽畔，以抒幽怨，李白为之序。
郭受,[唐] ? ~ ?,生卒年不详。排行十五。代宗大历初于衡阳任湖南观察使判官。四年(769)春，杜甫漂泊衡阳，与之游，互有诗篇赠答。郭受感佩杜甫之诗才、德望，作《杜员外兄垂示诗因作此寄上》，感情真挚，清雅流丽，王夫之曰：“首尾无端，如环皆玉。”(《唐诗评选》卷四)事迹见《唐诗纪事》卷二四。《全唐诗》存诗1首。
郑辕,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历九年(774)登进士第，德宗建中元年(780)中文词清丽科。其后行迹无考。事迹散见《唐会要》卷七六、《唐诗纪事》卷三一。《全唐诗》存诗1首，《全唐诗续拾》补诗3首。
史延,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历九年(774)登进士第。生平事迹见《唐诗纪事》卷三四。《全唐诗》存其诗1首。
夏侯审,[唐] ? ~ ?,唐江东人，或说谯人。德宗建中元年，礼部侍郎令狐恒下试军谋越众科第一，释褐校书郎，又为参军，仕终侍御史。初于华山下多买田园为别墅，晚岁退居其下，讽吟颇多。以能诗著名，为大历十才子之一。
吉中孚,[唐] ? ~ ?,唐楚州淮阴人，徙居鄱阳。初为道士，后还俗。至京师，谒宰相，有荐于天子，授校书郎。后制举登科，历万年县尉。德宗兴元元年自司封郎中、知制诰充翰林学士，改谏议大夫。贞元二年，迁户部侍郎，判度支两税。四年，为中书舍人。未几，卒。中孚有诗名，与卢纶等号大历十才子。
沈回,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历中曾应进士试。德宗建中三年(782)至贞元十五年(799)间，为山南西道节度从事，累历行军司马，检校刑部员外郎。十八年在成都，其后行迹无考。事迹散见其《武侯庙碑铭》、《文苑英华》卷一八八省试州府试诗、《宝刻类编》卷四。《全唐诗》存诗1首。
裴逵,[唐] ? ~ ?,见裴达。
裴达,[唐] ? ~ ?,生卒年不详。达，一作“逵”，误。代宗大历中登进士第。事迹见《唐诗纪事》卷三二。《全唐诗》存其诗2首。
杨系,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历十二年(777)登进士第。事迹见《登科记考》卷一一。《全唐诗》存诗1首。
崔绩,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历中曾应进士试。事迹见《文苑英华》卷一八八省试州府试诗。《全唐诗》存诗1首。
张季略,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历中应进士试。曾官度支员外郎。事迹见《文苑英华》卷一八八省试州府试诗、《郎官石柱题名考》卷一四。《全唐诗》存诗1首。
丁位,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历中曾应进士试。事迹见《文苑英华》卷一八八省试州府试诗。《全唐诗》存诗1首。
常沂,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历八年(773)登进士第。事迹见《登科记考》卷一〇。《全唐诗》存其诗1首。
元友直,[唐] ? ~ ?,唐汝州鲁山人。元结子。德宗建中元年登制科，授畿县尉。贞元中，官度支员外郎、郎中。
张昔,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历中曾应进士试。事迹见《文苑英华》卷一八八省试州府试诗。《全唐诗》存诗1首。
张濛,[唐] ? ~ ?,唐河南洛阳人。张说孙。德宗贞元二年，任库部郎中、知制诰。四年，行中书舍人。五年，授礼部侍郎。六年，知贡举。能诗。
畅诸,[唐] ? ~ ?,生卒年不详。汝州(今属河南)人。或云畅当弟。误。玄宗开元初登进士第，九年(721)中拔萃科。后官至许昌尉。事迹散见《元和姓纂》卷九、《唐诗纪事》卷二七、《登科记考》卷七。有诗名，其《登鹳鹊楼》诗传诵人口，然久误为畅当作。《全唐诗》存诗1首，《全唐诗外编》补诗1首。
王储,[唐] ? ~ ?,生卒年、籍贯皆不详。代宗大历十四年(779)登进士第，为状元。曾官詹事，与卢仝过往唱酬。事迹散见卢仝《送王储詹事西游献兵书》、《登科记考》卷一一。《全唐诗》存诗1首。
高拯,[唐] ? ~ ?,生卒年不详。代宗大历三年(768)进士。事迹见《唐诗纪事》卷二九。《全唐诗》存诗1首。
独孤授,[唐] ? ~ ?,见独孤绶。
周彻,[唐] ? ~ ?,见周澈。
王濯,[宋] ? ~ ?,王濯，高宗绍兴二十九年（一一五九），以直敷文阁知阆州（《建炎以来系年要录》卷一八二）。三十年，擢成都府路提点刑狱（同上书卷一八六）。今录诗二首。
独孤绶,[唐] ? ~ ?,唐人。代宗大历中擢进士第。举博学宏词，尝试《驯象赋》，为德宗所称赏，特书第三。
魏万,[唐] ? ~ ?,唐馆陶人。始名万，后名炎，一说后名颢。居王屋山，号王屋山人。肃宗上元元年登进士第。爱文好古，浪迹不仕。尝自寻访李白，数千里不遇。乘兴游台越，经永嘉，观射公石门。后于广陵与白相见。白作诗赠之，并尽出其文，命万为集，是为《李翰林集》。后仕为兼御史中丞。
崔宗之,[唐] ? ~ ?,唐滑州灵昌人，名成辅，以字行。崔日用子。袭封齐国公。历左司郎中、侍御史。谪官金陵。工诗。与李白诗酒唱和，常月夜乘舟，自采石达金陵。
李峰,[唐] ? ~ ?,生卒年不详。河南洛阳(今河南洛阳)人。李岑之弟。玄宗天宝中任开州刺史，十五载(756)罢任途经剑门时，作《途经剑门》诗，程昂书此诗于碑(见《金石录》卷七)。生平散见《新唐书·宰相世系表二上》。《全唐诗》存诗1首。
李岘,[唐] 709年 ~ 766年,唐宗室。太宗第三子李恪孙。乐善下士，长吏治，以门荫入仕，累迁京兆尹，封梁国公。乾元中，以中书侍郎同中书门下平章事，位望最高，军国大事皆独决。后出为蜀州刺史。代宗立，入为礼部尚书兼宗正卿。复拜门下侍郎、同中书门下平章事。卒于衢州刺史任。
殷少野,[唐] ? ~ ?,生卒年不详。天宝十二载(753)进士及第，萧颖士门人。萧颖士赴东府，少野作《送萧夫子赴东府得散字》诗送之。生平事迹略见《唐诗纪事》卷二七。《全唐诗》存其诗1首。
郑愕,[唐] ? ~ ?,生卒年不详。玄宗天宝十二载(753)进士及第。萧颖士门人。萧赴东府，门人12人相送，愕作《送萧夫子赴东府得往字》。事迹略见《唐诗纪事》卷二七。《全唐诗》存郑愕诗1首。
姚发,[唐] ? ~ ?,唐吴兴武康人。姚南仲父。能诗，曾从萧颖士游。玄宗天宝间应进士试，十上而不第。弃而入陇西节度使哥舒翰幕府，积功至右领军卫将军。
元晟,[唐] ? ~ ?,生卒年不详。河南(今河南洛阳)人。玄宗天宝中师事萧颖士，曾应进士试。十三载(754)在长安，与刘太真等12人同送萧颖士赴河南参军任。后隐居杭州于潜县潜山。事迹散见皇甫冉《送元晟归潜山所居》、《唐诗纪事》卷二七。《全唐诗》存其诗1首。
刘太冲,[唐] ? ~ ?,唐宣州人，博学工诗。颜真卿为平原太守，辟为从事。玄宗天宝十四年，安禄山反，河朔尽陷，独平原城守具备，太冲预谋画策拒安禄山。
刘舟,[唐] ? ~ ?,生卒年不详。一作刘冉。玄宗天宝十二载(753)进士及第。萧颖士门人。萧赴东府，刘舟作《送萧颖士赴东府得适字》饯送之。事迹见《唐诗纪事》卷二七。《全唐诗》存诗1首。
长孙铸,[唐] ? ~ ?,生卒年不详。河南洛阳(今河南洛阳)人。萧颖士门人。玄宗天宝十二载(753)进士及第，历任仓部员外郎。事迹散见《元和姓纂》卷七、《新唐书·宰相世系表二上》、《唐诗纪事》卷二七。《全唐诗》存诗1首。
许瑶,[唐] ? ~ ?,生卒年不详。代宗大历中官御史，曾在湖南，与怀素过往，有歌诗赞其草书。馀不详。事迹见怀素《自叙帖》、颜真卿《怀素上人草书歌序》。《全唐诗》存诗1首。
朱逵,[唐] ? ~ ?,生卒年不详。代宗大历中处士，曾游衡阳，与怀素过往，有歌诗赞其草书。事迹见怀素《自叙帖》、颜真卿《怀素上人草书歌序》。《全唐诗》存诗1首。
鲁收,[唐] ? ~ ?,生卒年不详。代宗大历中在湖南，与怀素过往，有歌诗赞其草书。馀不详。事迹见怀素《自叙帖》、颜真卿《怀素上人草书歌序》。《全唐诗》存诗1首。
窦冀,[唐] ? ~ ?,生卒年不详。代宗大历中官御史，六年(771)前后在永州，与王邕、怀素等过往，有歌诗赞怀素草书。馀不详。事迹见怀素《自叙帖》、颜真卿《怀素上人草书歌序》。《全唐诗》存诗1首。
王维,[唐] 701年 ~ 761年,王维，字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有“相思”“山居秋暝”等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
魏璀,[唐] ? ~ ?,生卒年、籍贯皆不详。玄宗天宝十载(751)进士，见《登科记考》卷九。《全唐诗》存诗1首。
庄若讷,[唐] ? ~ ?,生卒年不详。密州莒县(今山东莒县)人。玄宗天宝十载(751)进士及第，尝任长安尉簿，十二载与苏源明、袁广、权衡等会于郓州小洞庭洄源亭，夜宴赋诗。事迹散见苏源明《秋夜小洞庭离宴诗序》。《全唐诗》存诗1首。
王羡门,[唐] ? ~ ?,生卒年、籍贯皆不详。开元、天宝间人。开元十三年(725)尝为泸州刺史康玄辩撰墓志。生平事迹散见《国秀集》目录、《宝刻丛编》卷八引《京兆金石录》。芮挺章选诗1首入《国秀集》。《全唐诗》存诗1首。
李清照,[宋] 1084年 ~ 1155年,李清照，山东省济南章丘人，号易安居士。宋代女词人，婉约词派代表，有“千古第一才女”之称。早期生活优裕，与夫赵明诚共同致力于书画金石的搜集整理。金兵入据中原时，流寓南方，境遇孤苦。所作词，前期多写其悠闲生活，后期多悲叹身世，情调感伤。形式上善用白描手法，自辟途径，语言清丽。论词强调协律，崇尚典雅，提出词“别是一家”之说，反对以作诗文之法作词。能诗，留存不多，部分篇章感时咏史，情辞慷慨，与其词风不同。有《易安居士文集》《易安词》，已散佚。后人有《漱玉词》辑本。今有《李清照集校注》。
杨贲,[唐] ? ~ ?,生卒年、籍贯皆不详。玄宗天宝三载(744)进士及第。长期未出仕。代宗大历五年(770)，舒州刺史独孤及与之通信，犹称之曰“杨贲处士”。事迹散见独孤及《答杨贲处士书》、《唐诗纪事》卷二六。《全唐诗》存诗1首。
孙欣,[唐] ? ~ ?,生卒年、籍贯皆不详。芮挺章选诗1首入《国秀集》，为玄宗开元、天宝间诗人。高适于开元末作《别孙诉》诗，原注：“时俱客宋中。”“欣”“诉”同字，或是同一人。《全唐诗》存诗1首。
张良璞,[唐] ? ~ ?,生卒年不详。玄宗天宝初官长安尉。芮挺章选诗1首入《国秀集》。事迹见《国秀集》目录。《全唐诗》存诗1首。
邬载,[唐] ? ~ ?,唐人。曾从萧颖士学。玄宗时应进士试，屡下第。至天宝十三载，方登进士第。历微官，遂浪迹江湖，不知所终。有诗名，与钱起、刘长卿友善。
段怀然,[唐] ? ~ ?,生卒年不详。玄宗天宝初任台州刺史。事迹略见《宋高僧传》卷二四《唐台州涌泉寺怀玉传》。《全唐诗》存诗1首。
王迥,[唐] ? ~ ?,生卒年不详。排行九，号白云先生，别号巢君子，襄州襄阳(今湖北襄樊)人。隐于鹿门山，与孟浩然往还甚密，浩然有9首诗记及王迥。迥曾游江南，浩然作《鹦鹉洲送王九之江左》送之。事迹散见孟浩然诸诗。《全唐诗》存诗1首。
李穆,[元] ? ~ ?,明末清初陕西合阳人，字元谷，号钝翁。好读古今雄奇文字，为文别有风格，屡应童子试，至崇祯十年，始成诸生。遭兵乱流离。清顺治三年，始得归家。有《率意稿》。
